{'Stock Ticker': 'LOCM', 'Date': 200802010900, 'Opening Price': 4.19, 'Peak Price': 4.19, 'Lowest Price': 4.19, 'Close Price': 4.19, 'Volume': 885}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011431, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 600}
{'Stock Ticker': 'AMZN', 'Date': 200802011433, 'Opening Price': 75.05, 'Peak Price': 75.07, 'Lowest Price': 74.95, 'Close Price': 74.95, 'Volume': 16501}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011433, 'Opening Price': 75.05, 'Peak Price': 75.07, 'Lowest Price': 74.95, 'Close Price': 74.95, 'Volume': 16501}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011431, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 600}
{'Stock Ticker': 'AMZN', 'Date': 200802011432, 'Opening Price': 75.07, 'Peak Price': 75.15, 'Lowest Price': 75, 'Close Price': 75.07, 'Volume': 16435}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011434, 'Opening Price': 74.97, 'Peak Price': 75.04, 'Lowest Price': 74.95, 'Close Price': 74.98, 'Volume': 16418}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011431, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 600}
{'Stock Ticker': 'AMZN', 'Date': 200802011434, 'Opening Price': 74.97, 'Peak Price': 75.04, 'Lowest Price': 74.95, 'Close Price': 74.98, 'Volume': 16418}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011434, 'Opening Price': 74.97, 'Peak Price': 75.04, 'Lowest Price': 74.95, 'Close Price': 74.98, 'Volume': 16418}
{'Stock Ticker': 'AAPL', 'Date': 200802011436, 'Opening Price': 134.42, 'Peak Price': 134.54, 'Lowest Price': 134.32, 'Close Price': 134.47, 'Volume': 108012}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011434, 'Opening Price': 74.97, 'Peak Price': 75.04, 'Lowest Price': 74.95, 'Close Price': 74.98, 'Volume': 16418}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011434, 'Opening Price': 74.97, 'Peak Price': 75.04, 'Lowest Price': 74.95, 'Close Price': 74.98, 'Volume': 16418}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011433, 'Opening Price': 75.05, 'Peak Price': 75.07, 'Lowest Price': 74.95, 'Close Price': 74.95, 'Volume': 16501}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011432, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011437, 'Opening Price': 134.46, 'Peak Price': 134.59, 'Lowest Price': 134.42, 'Close Price': 134.56, 'Volume': 86062}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011434, 'Opening Price': 74.97, 'Peak Price': 75.04, 'Lowest Price': 74.95, 'Close Price': 74.98, 'Volume': 16418}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011433, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011438, 'Opening Price': 134.57, 'Peak Price': 134.6, 'Lowest Price': 134.42, 'Close Price': 134.5, 'Volume': 115179}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011438, 'Opening Price': 75, 'Peak Price': 75.027, 'Lowest Price': 74.9, 'Close Price': 74.93, 'Volume': 24596}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011438, 'Opening Price': 75, 'Peak Price': 75.027, 'Lowest Price': 74.9, 'Close Price': 74.93, 'Volume': 24596}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011438, 'Opening Price': 75, 'Peak Price': 75.027, 'Lowest Price': 74.9, 'Close Price': 74.93, 'Volume': 24596}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011435, 'Opening Price': 75.01, 'Peak Price': 75.01, 'Lowest Price': 74.74, 'Close Price': 74.81, 'Volume': 31755}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011434, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011439, 'Opening Price': 134.5, 'Peak Price': 134.543, 'Lowest Price': 134.34, 'Close Price': 134.4, 'Volume': 68809}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011439, 'Opening Price': 74.92, 'Peak Price': 74.99, 'Lowest Price': 74.9, 'Close Price': 74.9501, 'Volume': 22218}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011439, 'Opening Price': 74.92, 'Peak Price': 74.99, 'Lowest Price': 74.9, 'Close Price': 74.9501, 'Volume': 22218}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011436, 'Opening Price': 74.82, 'Peak Price': 74.93, 'Lowest Price': 74.78, 'Close Price': 74.91, 'Volume': 20597}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011435, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011438, 'Opening Price': 75, 'Peak Price': 75.027, 'Lowest Price': 74.9, 'Close Price': 74.93, 'Volume': 24596}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011438, 'Opening Price': 75, 'Peak Price': 75.027, 'Lowest Price': 74.9, 'Close Price': 74.93, 'Volume': 24596}
{'Stock Ticker': 'AAPL', 'Date': 200802011440, 'Opening Price': 134.45, 'Peak Price': 134.47, 'Lowest Price': 134.4, 'Close Price': 134.44, 'Volume': 34747}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011440, 'Opening Price': 74.95, 'Peak Price': 75, 'Lowest Price': 74.93, 'Close Price': 75, 'Volume': 21239}
{'Stock Ticker': 'AAPL', 'Date': 200802011441, 'Opening Price': 134.42, 'Peak Price': 134.57, 'Lowest Price': 134.41, 'Close Price': 134.53, 'Volume': 68906}

{'Stock Ticker': 'LOCM', 'Date': 200802011439, 'Opening Price': 4.0033, 'Peak Price': 4.05, 'Lowest Price': 4.0033, 'Close Price': 4.05, 'Volume': 400}
{'Stock Ticker': 'AMZN', 'Date': 200802011440, 'Opening Price': 74.95, 'Peak Price': 75, 'Lowest Price': 74.93, 'Close Price': 75, 'Volume': 21239}
{'Stock Ticker': 'AAPL', 'Date': 200802011441, 'Opening Price': 134.42, 'Peak Price': 134.57, 'Lowest Price': 134.41, 'Close Price': 134.53, 'Volume': 68906}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011438, 'Opening Price': 75, 'Peak Price': 75.027, 'Lowest Price': 74.9, 'Close Price': 74.93, 'Volume': 24596}
{'Stock Ticker': 'AAPL', 'Date': 200802011441, 'Opening Price': 134.42, 'Peak Price': 134.57, 'Lowest Price': 134.41, 'Close Price': 134.53, 'Volume': 68906}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011437, 'Opening Price': 74.9, 'Peak Price': 75.04, 'Lowest Price': 74.8801, 'Close Price': 75.01, 'Volume': 18850}
{'Stock Ticker': 'AAPL', 'Date': 200802011441, 'Opening Price': 134.42, 'Peak Price': 134.57, 'Lowest Price': 134.41, 'Close Price': 134.53, 'Volume': 68906}

{'Stock Ticker': 'LOCM', 'Date': 200802011436, 'Opening Price': 4, 'Peak Price': 4.03, 'Lowest Price': 3.99, 'Close Price': 4.03, 'Volume': 900}
{'Stock Ticker': 'AMZN', 'Date': 200802011439, 'Opening Price': 74.92, 'Peak Price': 74.99, 'Lowest Price': 74.9, 'Close Price': 74.9501, 'Volume': 22218}
{'Stock Ticker': 'AAPL', 'Date': 200802011441, 'Opening Price': 134.42, 'Peak Price': 134.57, 'Lowest Price': 134.41, 'Close Price': 134.53, 'Volume': 68906}

{'Stock Ticker': 'LOCM', 'Date': 200802011439, 'Opening Price': 4.0033, 'Peak Price': 4.05, 'Lowest Price': 4.0033, 'Close Price': 4.05, 'Volume': 400}
{'Stock Ticker': 'AMZN', 'Date': 200802011441, 'Opening Price': 75.01, 'Peak Price': 75.1, 'Lowest Price': 74.96, 'Close Price': 75.01, 'Volume': 31883}
{'Stock Ticker': 'AAPL', 'Date': 200802011442, 'Opening Price': 134.51, 'Peak Price': 134.5125, 'Lowest Price': 134.42, 'Close Price': 134.47, 'Volume': 35763}

{'Stock Ticker': 'LOCM', 'Date': 200802011439, 'Opening Price': 4.0033, 'Peak Price': 4.05, 'Lowest Price': 4.0033, 'Close Price': 4.05, 'Volume': 400}
{'Stock Ticker': 'AMZN', 'Date': 200802011440, 'Opening Price': 74.95, 'Peak Price': 75, 'Lowest Price': 74.93, 'Close Price': 75, 'Volume': 21239}
{'Stock Ticker': 'AAPL', 'Date': 200802011442, 'Opening Price': 134.51, 'Peak Price': 134.5125, 'Lowest Price': 134.42, 'Close Price': 134.47, 'Volume': 35763}

{'Stock Ticker': 'LOCM', 'Date': 200802011439, 'Opening Price': 4.0033, 'Peak Price': 4.05, 'Lowest Price': 4.0033, 'Close Price': 4.05, 'Volume': 400}
{'Stock Ticker': 'AMZN', 'Date': 200802011442, 'Opening Price': 75.02, 'Peak Price': 75.162, 'Lowest Price': 75.02, 'Close Price': 75.162, 'Volume': 23931}
